Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,OCCUPATION,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,A,0,"Higher-Level Courts include Court of Appeal, High Courts, Employment & Labour Court and Environment & Land Court.
The Personnel at Lower-Level Courts include Magistrates and Kadhis.
Working age in Kenya is 18 to 69 for Judges and 18-59 for the other cadres.",Judiciary; 2019 KPH Census,SG_DMK_JDC_LWR,404,M,None,ISCO08_2619R,None,RO,2025-03-24T00:00:00,2019,1.0
2023,A,0,"Bicameral: Lower chamber (National Assembly), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,_U,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Lower chamber (National Assembly), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,_U,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Lower chamber (National Assembly), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,_U,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Lower chamber (National Assembly), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,_U,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Lower chamber (National Assembly), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,_U,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Lower chamber (National Assembly), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,_U,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2025,1.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Chair(s) presides over a committee which covers multuple themes (Foreign affairs, Defence), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2022,1.0
2022,A,0,"Bicameral: Lower chamber (National Assembly), Chair(s) presides over a committee which covers multuple themes (Foreign affairs, Defence), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2022,1.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2022,1.0
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2022,1.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2022,1.0
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2022,1.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2022,1.0
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y_GE46,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2022,1.0
2023,A,0,"Bicameral: Lower chamber (National Assembly), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y0T45,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Lower chamber (National Assembly), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y0T45,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Lower chamber (National Assembly), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y0T45,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y0T45,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y0T45,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_LC,404,M,Y0T45,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Upper chamber (Senate), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,_U,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Upper chamber (Senate), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,_U,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Upper chamber (Senate), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,_U,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Upper chamber (Senate), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,_U,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Upper chamber (Senate), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,_U,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Upper chamber (Senate), No Age Data, Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,_U,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2025,1.0
2021,A,0,"Bicameral: Upper chamber (Senate), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2022,A,0,"Bicameral: Upper chamber (Senate), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Upper chamber (Senate), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Upper chamber (Senate), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Upper chamber (Senate), Chair(s) presides over a committee which covers multuple themes (Defence, Foreign affairs), , Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FAFF_DEF,NUMBER,2025-07-10T00:00:00,2025,1.0
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_FINANCE,NUMBER,2025-07-10T00:00:00,2025,1.0
2023,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y_GE46,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2025,1.0
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y0T45,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2022,1.0
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y0T45,None,PC_GEN_EQU,NUMBER,2025-07-10T00:00:00,2022,1.0
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y0T45,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2022,1.0
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLCC_UC,404,M,Y0T45,None,PC_HUM_RIGH,NUMBER,2025-07-10T00:00:00,2022,1.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year;  2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_LC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.42458
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year;  2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_LC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.42094
2023,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year;  2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_LC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.45748
2024,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year;  2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_LC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.45748
2025,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year;  2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_LC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.458839
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_UC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.62504
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_UC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.60665
2023,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_UC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.62538
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_UC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.61605
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_UC,404,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.61787
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2023,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2024,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
