Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2014,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,68.4
2015,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,78.1
2016,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,84.3
2017,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,83.6
2018,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,87.2
2019,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,90.8
2020,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,94.1
2021,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,97.5
2022,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,98.0
2023,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,95.97463
